,Downtimeccategory,Date,Downtime Duration,Planned Operating Time (min)
2448,Shaker Jam,2023-04-01 0:00,7,480
2449,Mag 2 Electric,2023-04-01 0:00,19,480
2450,Mag 3 Jam,2023-04-01 0:00,7,480
2451,Actual Tonnage Produced during shift (tons),2023-04-01 0:00,215.64,480
2452,/Planned Operating Time (min),2023-04-03 0:00,600,600
2453,Coffee Break #1 ,2023-04-03 0:00,15,600
2454,Coffee Break #2 ,2023-04-03 0:00,15,600
2455,Lunch Break ,2023-04-03 0:00,30,600
2456,Safety Training,2023-04-03 0:00,20,600
2457,Startup,2023-04-03 0:00,20,600
2458,Hammer Flip,2023-04-03 0:00,70,600
2459,Cyclone 2,2023-04-03 0:00,430,600
2460,Actual Tonnage Produced during shift (tons),2023-04-03 0:00,0,600
2461,/Planned Operating Time (min),2023-04-04 0:00,600,600
2462,Coffee Break #1 ,2023-04-04 0:00,15,600
2463,Coffee Break #2 ,2023-04-04 0:00,15,600
2464,Lunch Break ,2023-04-04 0:00,30,600
2465,5S / Routine Cleaning,2023-04-04 0:00,30,600
2466,Safety Training,2023-04-04 0:00,20,600
2467,Startup,2023-04-04 0:00,15,600
2468,Feed roll Tripped,2023-04-04 0:00,4,600
2469,Cyclone 2,2023-04-04 0:00,27,600
2470,Mag 1 Jam,2023-04-04 0:00,7,600
2471,Mag 2 Electric,2023-04-04 0:00,15,600
2472,Mag 3 Jam,2023-04-04 0:00,4,600
2473,Dirt 1 Jam,2023-04-04 0:00,3,600
2474,Primary Pullcord,2023-04-04 0:00,1,600
2475,Actual Tonnage Produced during shift (tons),2023-04-04 0:00,362.57,600
2476,/Planned Operating Time (min),2023-04-05 0:00,600,600
2477,Coffee Break #1 ,2023-04-05 0:00,15,600
2478,Coffee Break #2 ,2023-04-05 0:00,15,600
2479,Lunch Break ,2023-04-05 0:00,30,600
2480,5S / Routine Cleaning,2023-04-05 0:00,15,600
2481,Safety Training,2023-04-05 0:00,25,600
2482,Startup,2023-04-05 0:00,20,600
2483,Waiting on Excavator,2023-04-05 0:00,33,600
2484,Infeed Jam,2023-04-05 0:00,11,600
2485,Mag 1 Jam,2023-04-05 0:00,11,600
2486,Mag 2 Jam,2023-04-05 0:00,12,600
2487,Mag 2 Electric,2023-04-05 0:00,23,600
2488,Mag 3 Belt,2023-04-05 0:00,5,600
2489,Mag 3 Electric,2023-04-05 0:00,8,600
2490,Actual Tonnage Produced during shift (tons),2023-04-05 0:00,304.03,600
2491,/Planned Operating Time (min),2023-04-06 0:00,600,600
2492,Coffee Break #1 ,2023-04-06 0:00,15,600
2493,Coffee Break #2 ,2023-04-06 0:00,15,600
2494,Lunch Break ,2023-04-06 0:00,30,600
2495,5S / Routine Cleaning,2023-04-06 0:00,15,600
2496,Safety Training,2023-04-06 0:00,30,600
2497,Startup,2023-04-06 0:00,15,600
2498,Fueling Up Grapple,2023-04-06 0:00,11,600
2499,Shaker Jam,2023-04-06 0:00,5,600
2500,Z Box Jam,2023-04-06 0:00,32,600
2501,Mag 2 Jam,2023-04-06 0:00,1,600
2502,Mag 2 Electric,2023-04-06 0:00,14,600
2503,Mag 3 Jam,2023-04-06 0:00,4,600
2504,Mag 3 Electric,2023-04-06 0:00,10,600
2505,Actual Tonnage Produced during shift (tons),2023-04-06 0:00,389.06,600
2506,/Planned Operating Time (min),2023-04-10 0:00,600,600
2507,Coffee Break #1 ,2023-04-10 0:00,15,600
2508,Coffee Break #2 ,2023-04-10 0:00,15,600
2509,Lunch Break ,2023-04-10 0:00,30,600
2510,5S / Routine Cleaning,2023-04-10 0:00,30,600
2511,Safety Training,2023-04-10 0:00,20,600
2512,Startup,2023-04-10 0:00,15,600
2513,Fires,2023-04-10 0:00,3,600
2514,Infeed Jam,2023-04-10 0:00,5,600
2515,Transfer Belt,2023-04-10 0:00,31,600
2516,Mag 1 Jam,2023-04-10 0:00,5,600
2517,Mag 1 Electric,2023-04-10 0:00,4,600
2518,Mag 2 Electric,2023-04-10 0:00,15,600
2519,Mag 3 Belt,2023-04-10 0:00,5,600
2520,Dirt 1 Jam,2023-04-10 0:00,60,600
2521,NFC 1 Jam,2023-04-10 0:00,13,600
2522,Actual Tonnage Produced during shift (tons),2023-04-10 0:00,285.88,600
2523,/Planned Operating Time (min),2023-04-11 0:00,600,600
2524,Coffee Break #1 ,2023-04-11 0:00,15,600
2525,Coffee Break #2 ,2023-04-11 0:00,15,600
2526,Lunch Break ,2023-04-11 0:00,30,600
2527,5S / Routine Cleaning,2023-04-11 0:00,30,600
2528,Safety Training,2023-04-11 0:00,20,600
2529,Startup,2023-04-11 0:00,15,600
2530,Fires,2023-04-11 0:00,44,600
2531,Mag 1 Jam,2023-04-11 0:00,34,600
2532,Mag 2 Jam,2023-04-11 0:00,3,600
2533,Mag 2 Belt,2023-04-11 0:00,12,600
2534,Actual Tonnage Produced during shift (tons),2023-04-11 0:00,286.96,600
2535,/Planned Operating Time (min),2023-04-12 0:00,600,600
2536,Coffee Break #1 ,2023-04-12 0:00,15,600
2537,Coffee Break #2 ,2023-04-12 0:00,15,600
2538,Lunch Break ,2023-04-12 0:00,30,600
2539,5S / Routine Cleaning,2023-04-12 0:00,30,600
2540,Safety Training,2023-04-12 0:00,20,600
2541,Startup,2023-04-12 0:00,23,600
2542,Hammer Flip,2023-04-12 0:00,120,600
2543,Mag 1 Jam,2023-04-12 0:00,44,600
2544,Mag 2 Jam,2023-04-12 0:00,1,600
2545,Primary Pullcord,2023-04-12 0:00,2,600
2546,West Conveyor,2023-04-12 0:00,13,600
2547,Actual Tonnage Produced during shift (tons),2023-04-12 0:00,240.5,600
2548,/Planned Operating Time (min),2023-04-13 0:00,600,600
2549,Coffee Break #1 ,2023-04-13 0:00,15,600
2550,Coffee Break #2 ,2023-04-13 0:00,15,600
2551,Lunch Break ,2023-04-13 0:00,30,600
2552,5S / Routine Cleaning,2023-04-13 0:00,30,600
2553,Safety Training,2023-04-13 0:00,25,600
2554,Startup,2023-04-13 0:00,20,600
2555,Z Box Jam,2023-04-13 0:00,5,600
2556,Mag 1 Jam,2023-04-13 0:00,24,600
2557,Mag 1 Electric,2023-04-13 0:00,5,600
2558,Mag 2 Electric,2023-04-13 0:00,2,600
2559,Mag 3 Jam,2023-04-13 0:00,31,600
2560,Actual Tonnage Produced during shift (tons),2023-04-13 0:00,360,600
2561,/Planned Operating Time (min),2023-04-14 0:00,600,600
2562,Coffee Break #1 ,2023-04-14 0:00,15,600
2563,Coffee Break #2 ,2023-04-14 0:00,15,600
2564,Lunch Break ,2023-04-14 0:00,30,600
2565,5S / Routine Cleaning,2023-04-14 0:00,30,600
2566,Safety Training,2023-04-14 0:00,20,600
2567,Startup,2023-04-14 0:00,15,600
2568,Fires,2023-04-14 0:00,2,600
2569,DC Cooldown,2023-04-14 0:00,5,600
2570,Mag 2 Jam,2023-04-14 0:00,3,600
2571,Dirt 1 Jam,2023-04-14 0:00,21,600
2572,NFC 1 Jam,2023-04-14 0:00,5,600
2573,Actual Tonnage Produced during shift (tons),2023-04-14 0:00,366,600
2574,/Planned Operating Time (min),2023-04-17 0:00,600,600
2575,Coffee Break #1 ,2023-04-17 0:00,15,600
2576,Coffee Break #2 ,2023-04-17 0:00,15,600
2577,Lunch Break ,2023-04-17 0:00,30,600
2578,5S / Routine Cleaning,2023-04-17 0:00,30,600
2579,Safety Training,2023-04-17 0:00,20,600
2580,Startup,2023-04-17 0:00,20,600
2581,Infeed Pads,2023-04-17 0:00,18,600
2582,Feed roll Belt,2023-04-17 0:00,25,600
2583,Mag 2 Jam,2023-04-17 0:00,47,600
2584,Mag 3 Jam,2023-04-17 0:00,4,600
2585,Dirt 1 Jam,2023-04-17 0:00,1,600
2586,NFC 1 Jam,2023-04-17 0:00,9,600
2587,NFC 2 Jam,2023-04-17 0:00,20,600
2588,Actual Tonnage Produced during shift (tons),2023-04-17 0:00,257.5,600
2589,/Planned Operating Time (min),2023-04-18 0:00,600,600
2590,Coffee Break #1 ,2023-04-18 0:00,15,600
2591,Coffee Break #2 ,2023-04-18 0:00,15,600
2592,Lunch Break ,2023-04-18 0:00,30,600
2593,5S / Routine Cleaning,2023-04-18 0:00,30,600
2594,Safety Training,2023-04-18 0:00,20,600
2595,Startup,2023-04-18 0:00,20,600
2596,Mag 2 Jam,2023-04-18 0:00,24,600
2597,Mag 3 Jam,2023-04-18 0:00,13,600
2598,Primary Head,2023-04-18 0:00,3,600
2599,Primary Tail,2023-04-18 0:00,36,600
2600,Stacker Belt Jam,2023-04-18 0:00,5,600
2601,Actual Tonnage Produced during shift (tons),2023-04-18 0:00,294.69,600
2602,/Planned Operating Time (min),2023-04-19 0:00,600,600
2603,Coffee Break #1 ,2023-04-19 0:00,15,600
2604,Coffee Break #2 ,2023-04-19 0:00,15,600
2605,Lunch Break ,2023-04-19 0:00,30,600
2606,Safety Training,2023-04-19 0:00,20,600
2607,Startup,2023-04-19 0:00,20,600
2608,Fires,2023-04-19 0:00,3,600
2609,Short Staff,2023-04-19 0:00,20,600
2610,Feed roll Jam,2023-04-19 0:00,65,600
2611,Shaker Jam,2023-04-19 0:00,16,600
2612,Mag 1 Jam,2023-04-19 0:00,30,600
2613,Mag 2 Jam,2023-04-19 0:00,15,600
2614,Mag 3 Jam,2023-04-19 0:00,10,600
2615,Dirt 1 Jam,2023-04-19 0:00,34,600
2616,Primary Tail,2023-04-19 0:00,10,600
2617,Stacker Belt Jam,2023-04-19 0:00,3,600
2618,Actual Tonnage Produced during shift (tons),2023-04-19 0:00,258.28,600
2619,/Planned Operating Time (min),2023-04-20 0:00,720,720
2620,Coffee Break #1 ,2023-04-20 0:00,15,720
2621,Coffee Break #2 ,2023-04-20 0:00,15,720
2622,Lunch Break ,2023-04-20 0:00,45,720
2623,Safety Training,2023-04-20 0:00,30,720
2624,Un-Controlled Power Failure *1,2023-04-20 0:00,190,720
2625,Routine Hammer Change,2023-04-20 0:00,185,720
2626,Machine Misc,2023-04-20 0:00,6,720
2627,Mag 2 Jam,2023-04-20 0:00,5,720
2628,Mag 3 Jam,2023-04-20 0:00,10,720
2629,Actual Tonnage Produced during shift (tons),2023-04-20 0:00,224.46,720
2630,/Planned Operating Time (min),2023-04-21 0:00,600,600
2631,Coffee Break #1 ,2023-04-21 0:00,15,600
2632,Coffee Break #2 ,2023-04-21 0:00,15,600
2633,Lunch Break ,2023-04-21 0:00,30,600
2634,5S / Routine Cleaning,2023-04-21 0:00,15,600
2635,Safety Training,2023-04-21 0:00,15,600
2636,Startup,2023-04-21 0:00,15,600
2637,Feed roll Jam,2023-04-21 0:00,35,600
2638,Shaker Jam,2023-04-21 0:00,25,600
2639,Mag 1 Jam,2023-04-21 0:00,5,600
2640,Mag 2 Jam,2023-04-21 0:00,5,600
2641,Mag 3 Jam,2023-04-21 0:00,15,600
2642,Dirt 1 Jam,2023-04-21 0:00,20,600
2643,NFC 1 Jam,2023-04-21 0:00,5,600
2644,Actual Tonnage Produced during shift (tons),2023-04-21 0:00,303,600
2645,/Planned Operating Time (min),2023-04-22 0:00,480,480
2646,Coffee Break #1 ,2023-04-22 0:00,15,480
2647,Lunch Break ,2023-04-22 0:00,30,480
2648,Startup,2023-04-22 0:00,45,480
2649,Mag 2 Jam,2023-04-22 0:00,15,480
2650,Mag 3 Jam,2023-04-22 0:00,40,480
2651,Primary Head,2023-04-22 0:00,90,480
2652,Primary Pullcord,2023-04-22 0:00,5,480
2653,Actual Tonnage Produced during shift (tons),2023-04-22 0:00,213.88,480
2654,/Planned Operating Time (min),2023-04-24 0:00,720,720
2655,Coffee Break #1 ,2023-04-24 0:00,15,720
2656,Coffee Break #2 ,2023-04-24 0:00,15,720
2657,Lunch Break ,2023-04-24 0:00,45,720
2658,Safety Training,2023-04-24 0:00,45,720
2659,Startup,2023-04-24 0:00,30,720
2660,Un-Shreddables,2023-04-24 0:00,15,720
2661,Mag 1 Jam,2023-04-24 0:00,15,720
2662,Mag 2 Jam,2023-04-24 0:00,25,720
2663,Mag 3 Jam,2023-04-24 0:00,20,720
2664,NFC 1 Jam,2023-04-24 0:00,5,720
2665,Stacker Belt Jam,2023-04-24 0:00,25,720
2666,Actual Tonnage Produced during shift (tons),2023-04-24 0:00,442.46,720
2667,/Planned Operating Time (min),2023-04-25 0:00,720,720
2668,Coffee Break #1 ,2023-04-25 0:00,15,720
2669,Coffee Break #2 ,2023-04-25 0:00,15,720
2670,Lunch Break ,2023-04-25 0:00,45,720
2671,Safety Training,2023-04-25 0:00,20,720
2672,Startup,2023-04-25 0:00,20,720
2673,Un-Shreddables,2023-04-25 0:00,10,720
2674,Mag 1 Jam,2023-04-25 0:00,35,720
2675,Mag 1 Electric,2023-04-25 0:00,5,720
2676,Mag 2 Jam,2023-04-25 0:00,50,720
2677,Mag 2 Electric,2023-04-25 0:00,35,720
2678,Mag 3 Jam,2023-04-25 0:00,30,720
2679,Actual Tonnage Produced during shift (tons),2023-04-25 0:00,331.72,720
2680,/Planned Operating Time (min),2023-04-26 0:00,720,720
2681,Coffee Break #1 ,2023-04-26 0:00,15,720
2682,Coffee Break #2 ,2023-04-26 0:00,15,720
2683,Lunch Break ,2023-04-26 0:00,45,720
2684,Safety Training,2023-04-26 0:00,30,720
2685,Hammer Flip,2023-04-26 0:00,150,720
2686,Explosion,2023-04-26 0:00,8,720
2687,Other 4 (add columns if needed),2023-04-26 0:00,20,720
2688,Mag 2 Jam,2023-04-26 0:00,35,720
2689,Mag 2 Electric,2023-04-26 0:00,10,720
2690,Mag 3 Jam,2023-04-26 0:00,20,720
2691,Actual Tonnage Produced during shift (tons),2023-04-26 0:00,254.94,720
2692,/Planned Operating Time (min),2023-04-27 0:00,600,600
2693,Coffee Break #1 ,2023-04-27 0:00,15,600
2694,Coffee Break #2 ,2023-04-27 0:00,15,600
2695,Lunch Break ,2023-04-27 0:00,30,600
2696,5S / Routine Cleaning,2023-04-27 0:00,30,600
2697,Safety Training,2023-04-27 0:00,20,600
2698,Startup,2023-04-27 0:00,23,600
2699,Explosion,2023-04-27 0:00,6,600
2700,Mag 2 Jam,2023-04-27 0:00,15,600
2701,Mag 2 Electric,2023-04-27 0:00,25,600
2702,Mag 3 Jam,2023-04-27 0:00,5,600
2703,Dirt 3 Jam,2023-04-27 0:00,22,600
2704,Primary Head,2023-04-27 0:00,18,600
2705,NFC 1 Jam,2023-04-27 0:00,13,600
2706,Stacker Belt Jam,2023-04-27 0:00,5,600
2707,Actual Tonnage Produced during shift (tons),2023-04-27 0:00,316.9,600
2708,/Planned Operating Time (min),2023-04-28 0:00,600,600
2709,Coffee Break #1 ,2023-04-28 0:00,15,600
2710,Coffee Break #2 ,2023-04-28 0:00,15,600
2711,Lunch Break ,2023-04-28 0:00,30,600
2712,Safety Training,2023-04-28 0:00,20,600
2713,Startup,2023-04-28 0:00,25,600
2714,Mag 2 Electric,2023-04-28 0:00,338,600
2715,Actual Tonnage Produced during shift (tons),2023-04-28 0:00,97.32,600
2716,/Planned Operating Time (min),2023-05-01 0:00,600,600
2717,Coffee Break #1 ,2023-05-01 0:00,15,600
2718,Coffee Break #2 ,2023-05-01 0:00,15,600
2719,Lunch Break ,2023-05-01 0:00,30,600
2720,5S / Routine Cleaning,2023-05-01 0:00,30,600
2721,Safety Training,2023-05-01 0:00,25,600
2722,Startup,2023-05-01 0:00,15,600
2723,Explosion,2023-05-01 0:00,3,600
2724,Infeed Jam,2023-05-01 0:00,2,600
2725,Feed roll Tripped,2023-05-01 0:00,5,600
2726,DC Cooldown,2023-05-01 0:00,20,600
2727,Cyclone 2,2023-05-01 0:00,8,600
2728,Mag 2 Jam,2023-05-01 0:00,12,600
2729,Mag 2 Electric,2023-05-01 0:00,40,600
2730,Mag 3 Jam,2023-05-01 0:00,10,600
2731,Actual Tonnage Produced during shift (tons),2023-05-01 0:00,294,600
2732,/Planned Operating Time (min),2023-05-02 0:00,600,600
2733,Coffee Break #1 ,2023-05-02 0:00,15,600
2734,Coffee Break #2 ,2023-05-02 0:00,15,600
2735,Lunch Break ,2023-05-02 0:00,30,600
2736,5S / Routine Cleaning,2023-05-02 0:00,30,600
2737,Safety Training,2023-05-02 0:00,15,600
2738,Startup,2023-05-02 0:00,25,600
2739,Un-Shreddables,2023-05-02 0:00,2,600
2740,Infeed Jam,2023-05-02 0:00,10,600
2741,DC Cooldown,2023-05-02 0:00,42,600
2742,Shaker Jam,2023-05-02 0:00,8,600
2743,Mag 1 Electric,2023-05-02 0:00,3,600
2744,Mag 2 Jam,2023-05-02 0:00,30,600
2745,Mag 2 Electric,2023-05-02 0:00,22,600
2746,Mag 3 Jam,2023-05-02 0:00,10,600
2747,Dirt 1 Jam,2023-05-02 0:00,2,600
2748,Actual Tonnage Produced during shift (tons),2023-05-02 0:00,300.46,600
2749,/Planned Operating Time (min),2023-05-03 0:00,600,600
2750,Coffee Break #1 ,2023-05-03 0:00,15,600
2751,Coffee Break #2 ,2023-05-03 0:00,15,600
2752,Lunch Break ,2023-05-03 0:00,30,600
2753,5S / Routine Cleaning,2023-05-03 0:00,27,600
2754,Safety Training,2023-05-03 0:00,15,600
2755,Startup,2023-05-03 0:00,20,600
2756,DC Cooldown,2023-05-03 0:00,12,600
2757,Shaker Jam,2023-05-03 0:00,5,600
2758,Mag 1 Jam,2023-05-03 0:00,5,600
2759,Mag 2 Jam,2023-05-03 0:00,10,600
2760,Mag 2 Electric,2023-05-03 0:00,40,600
2761,Mag 3 Jam,2023-05-03 0:00,15,600
2762,Actual Tonnage Produced during shift (tons),2023-05-03 0:00,325.54,600
2763,/Planned Operating Time (min),2023-05-04 0:00,600,600
2764,Coffee Break #1 ,2023-05-04 0:00,15,600
2765,Coffee Break #2 ,2023-05-04 0:00,15,600
2766,Lunch Break ,2023-05-04 0:00,30,600
2767,5S / Routine Cleaning,2023-05-04 0:00,30,600
2768,Safety Training,2023-05-04 0:00,15,600
2769,Startup,2023-05-04 0:00,20,600
2770,Shaker Jam,2023-05-04 0:00,7,600
2771,Mag 1 Jam,2023-05-04 0:00,8,600
2772,Mag 2 Jam,2023-05-04 0:00,40,600
2773,Mag 2 Electric,2023-05-04 0:00,30,600
2774,Mag 3 Jam,2023-05-04 0:00,5,600
2775,Dirt 1 Jam,2023-05-04 0:00,10,600
2776,NFC 1 Jam,2023-05-04 0:00,15,600
2777,Actual Tonnage Produced during shift (tons),2023-05-04 0:00,200.4,600
2778,/Planned Operating Time (min),2023-05-05 0:00,300,300
2779,Coffee Break #1 ,2023-05-05 0:00,15,300
2780,Lunch Break ,2023-05-05 0:00,30,300
2781,Safety Training,2023-05-05 0:00,30,300
2782,Startup,2023-05-05 0:00,30,300
2783,Fires,2023-05-05 0:00,2,300
2784,Shaker Jam,2023-05-05 0:00,55,300
2785,Mag 2 Jam,2023-05-05 0:00,10,300
2786,Mag 2 Electric,2023-05-05 0:00,10,300
2787,Mag 3 Jam,2023-05-05 0:00,8,300
2788,Actual Tonnage Produced during shift (tons),2023-05-05 0:00,96.3,300
2789,/Planned Operating Time (min),2023-05-08 0:00,600,600
2790,Coffee Break #1 ,2023-05-08 0:00,15,600
2791,Coffee Break #2 ,2023-05-08 0:00,15,600
2792,Lunch Break ,2023-05-08 0:00,30,600
2793,5S / Routine Cleaning,2023-05-08 0:00,30,600
2794,Safety Training,2023-05-08 0:00,30,600
2795,Startup,2023-05-08 0:00,30,600
2796,Routine Hammer Change,2023-05-08 0:00,120,600
2797,Infeed Jam,2023-05-08 0:00,25,600
2798,Mag 1 Jam,2023-05-08 0:00,3,600
2799,Mag 2 Jam,2023-05-08 0:00,5,600
2800,Mag 2 Electric,2023-05-08 0:00,5,600
2801,Electrical Misc,2023-05-08 0:00,55,600
2802,Actual Tonnage Produced during shift (tons),2023-05-08 0:00,123.14,600
2803,/Planned Operating Time (min),2023-05-09 0:00,600,600
2804,Coffee Break #1 ,2023-05-09 0:00,15,600
2805,Coffee Break #2 ,2023-05-09 0:00,15,600
2806,Lunch Break ,2023-05-09 0:00,30,600
2807,5S / Routine Cleaning,2023-05-09 0:00,30,600
2808,Safety Training,2023-05-09 0:00,15,600
2809,Startup,2023-05-09 0:00,15,600
2810,Feed roll Tripped,2023-05-09 0:00,56,600
2811,Mag 2 Electric,2023-05-09 0:00,15,600
2812,Mag 3 Jam,2023-05-09 0:00,20,600
2813,Mag 3 Electric,2023-05-09 0:00,5,600
2814,Primary Pullcord,2023-05-09 0:00,5,600
2815,Actual Tonnage Produced during shift (tons),2023-05-09 0:00,286.39,600
2816,/Planned Operating Time (min),2023-05-10 0:00,600,600
2817,Coffee Break #1 ,2023-05-10 0:00,15,600
2818,Coffee Break #2 ,2023-05-10 0:00,15,600
2819,Lunch Break ,2023-05-10 0:00,30,600
2820,5S / Routine Cleaning,2023-05-10 0:00,30,600
2821,Safety Training,2023-05-10 0:00,25,600
2822,Startup,2023-05-10 0:00,10,600
2823,Feed roll Tripped,2023-05-10 0:00,5,600
2824,DC Cooldown,2023-05-10 0:00,21,600
2825,Mag 1 Jam,2023-05-10 0:00,5,600
2826,Mag 2 Jam,2023-05-10 0:00,20,600
2827,Mag 2 Electric,2023-05-10 0:00,15,600
2828,Mag 3 Jam,2023-05-10 0:00,11,600
2829,NFC 2 Jam,2023-05-10 0:00,2,600
2830,Actual Tonnage Produced during shift (tons),2023-05-10 0:00,347.48,600
2831,/Planned Operating Time (min),2023-05-11 0:00,600,600
2832,Coffee Break #1 ,2023-05-11 0:00,15,600
2833,Coffee Break #2 ,2023-05-11 0:00,15,600
2834,Lunch Break ,2023-05-11 0:00,30,600
2835,5S / Routine Cleaning,2023-05-11 0:00,30,600
2836,Safety Training,2023-05-11 0:00,15,600
2837,Startup,2023-05-11 0:00,30,600
2838,Cyclone 2,2023-05-11 0:00,55,600
2839,Mag 1 Electric,2023-05-11 0:00,6,600
2840,Mag 2 Jam,2023-05-11 0:00,10,600
2841,Mag 2 Electric,2023-05-11 0:00,10,600
2842,Mag 3 Jam,2023-05-11 0:00,26,600
2843,Mag 3 Electric,2023-05-11 0:00,5,600
2844,Actual Tonnage Produced during shift (tons),2023-05-11 0:00,296.33,600
2845,/Planned Operating Time (min),2023-05-12 0:00,600,600
2846,Coffee Break #1 ,2023-05-12 0:00,15,600
2847,Coffee Break #2 ,2023-05-12 0:00,15,600
2848,Lunch Break ,2023-05-12 0:00,30,600
2849,5S / Routine Cleaning,2023-05-12 0:00,30,600
2850,Safety Training,2023-05-12 0:00,25,600
2851,Startup,2023-05-12 0:00,20,600
2852,Mag 2 Jam,2023-05-12 0:00,14,600
2853,Mag 2 Belt,2023-05-12 0:00,24,600
2854,Mag 2 Electric,2023-05-12 0:00,5,600
2855,Mag 3 Jam,2023-05-12 0:00,21,600
2856,Dirt 2 Conveyor,2023-05-12 0:00,12,600
2857,Primary Conveyor,2023-05-12 0:00,5,600
2858,Actual Tonnage Produced during shift (tons),2023-05-12 0:00,320.8,600
2859,/Planned Operating Time (min),2023-05-15 0:00,600,600
2860,Coffee Break #1 ,2023-05-15 0:00,15,600
2861,Coffee Break #2 ,2023-05-15 0:00,15,600
2862,Lunch Break ,2023-05-15 0:00,30,600
2863,Safety Training,2023-05-15 0:00,15,600
2864,Startup,2023-05-15 0:00,15,600
2865,Waiting on Excavator,2023-05-15 0:00,30,600
2866,Mag 1 Jam,2023-05-15 0:00,40,600
2867,Mag 1 Electric,2023-05-15 0:00,6,600
2868,Mag 2 Electric,2023-05-15 0:00,45,600
2869,Mag 3 Electric,2023-05-15 0:00,10,600
2870,NFC 1 Jam,2023-05-15 0:00,10,600
2871,Actual Tonnage Produced during shift (tons),2023-05-15 0:00,226.24,600
2872,/Planned Operating Time (min),2023-05-16 0:00,600,600
2873,Coffee Break #1 ,2023-05-16 0:00,15,600
2874,Coffee Break #2 ,2023-05-16 0:00,15,600
2875,Lunch Break ,2023-05-16 0:00,30,600
2876,5S / Routine Cleaning,2023-05-16 0:00,30,600
2877,Safety Training,2023-05-16 0:00,15,600
2878,Startup,2023-05-16 0:00,30,600
2879,Hammer Flip,2023-05-16 0:00,75,600
2880,Un-Shreddables,2023-05-16 0:00,5,600
2881,Mag 1 Jam,2023-05-16 0:00,20,600
2882,Mag 2 Electric,2023-05-16 0:00,10,600
2883,Mag 3 Jam,2023-05-16 0:00,14,600
2884,Dirt 2 Jam,2023-05-16 0:00,10,600
2885,NFC 1 Drive Belt,2023-05-16 0:00,5,600
2886,Actual Tonnage Produced during shift (tons),2023-05-16 0:00,223.78,600
2887,/Planned Operating Time (min),2023-05-17 0:00,720,720
2888,Coffee Break #1 ,2023-05-17 0:00,15,720
2889,Coffee Break #2 ,2023-05-17 0:00,15,720
2890,Lunch Break ,2023-05-17 0:00,45,720
2891,Safety Training,2023-05-17 0:00,20,720
2892,Startup,2023-05-17 0:00,11,720
2893,Mill Jam,2023-05-17 0:00,196,720
2894,DC Cooldown,2023-05-17 0:00,20,720
2895,Mag 1 Electric,2023-05-17 0:00,11,720
2896,Mag 2 Electric,2023-05-17 0:00,35,720
2897,Mag 3 Electric,2023-05-17 0:00,6,720
2898,Stacker Belt Jam,2023-05-17 0:00,16,720
2899,Actual Tonnage Produced during shift (tons),2023-05-17 0:00,276.31,720
2900,/Planned Operating Time (min),2023-05-18 0:00,600,600
2901,Coffee Break #1 ,2023-05-18 0:00,15,600
2902,Coffee Break #2 ,2023-05-18 0:00,15,600
2903,Lunch Break ,2023-05-18 0:00,30,600
2904,5S / Routine Cleaning,2023-05-18 0:00,30,600
2905,Safety Training,2023-05-18 0:00,20,600
2906,Startup,2023-05-18 0:00,15,600
2907,Mill Jam,2023-05-18 0:00,125,600
2908,DC Cooldown,2023-05-18 0:00,25,600
2909,Mag 1 Jam,2023-05-18 0:00,7,600
2910,Mag 2 Electric,2023-05-18 0:00,25,600
2911,Mag 3 Jam,2023-05-18 0:00,10,600
2912,Actual Tonnage Produced during shift (tons),2023-05-18 0:00,216.66,600
2913,/Planned Operating Time (min),2023-05-19 0:00,600,600
2914,Coffee Break #1 ,2023-05-19 0:00,15,600
2915,Coffee Break #2 ,2023-05-19 0:00,15,600
